age,job,okok,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
43,blue-collar,married,primary,no,632.0,yes,no,unknown,15.0,may,440.0,2.0,-1.0,0.0,unknown,no
36,blue-collar,single,primary,no,263.0,yes,no,unknown,15.0,may,172.0,2.0,-1.0,0.0,unknown,no
34,blue-collar,married,unknown,no,-17.0,yes,no,unknown,15.0,may,319.0,7.0,-1.0,0.0,unknown,no
51,blue-collar,married,secondary,no,701.0,yes,no,unknown,15.0,may,1051.0,3.0,-1.0,0.0,unknown,no
51,blue-collar,married,primary,no,4497.0,yes,no,unknown,15.0,may,276.0,3.0,-1.0,0.0,unknown,no
45,blue-collar,married,primary,no,810.0,yes,no,unknown,15.0,may,213.0,4.0,-1.0,0.0,unknown,no
54,blue-collar,married,primary,no,-219.0,yes,no,unknown,15.0,may,276.0,4.0,-1.0,0.0,unknown,no
42,admin.,married,secondary,no,679.0,yes,no,unknown,15.0,may,194.0,2.0,-1.0,0.0,unknown,no
53,services,married,secondary,no,2925.0,yes,no,unknown,15.0,may,1392.0,4.0,-1.0,0.0,unknown,no
35,self-employed,single,primary,no,181.0,yes,no,unknown,15.0,may,19.0,8.0,-1.0,0.0,unknown,no
49,management,married,tertiary,no,3840.0,yes,no,unknown,15.0,may,146.0,4.0,-1.0,0.0,unknown,no
55,technician,married,secondary,no,2014.0,yes,yes,unknown,15.0,may,253.0,2.0,-1.0,0.0,unknown,no
31,technician,single,secondary,no,1819.0,yes,no,unknown,15.0,may,226.0,2.0,-1.0,0.0,unknown,no
52,blue-collar,married,secondary,no,665.0,yes,no,unknown,15.0,may,57.0,4.0,-1.0,0.0,unknown,no
50,housemaid,married,primary,no,395.0,yes,no,unknown,15.0,may,419.0,2.0,-1.0,0.0,unknown,no
32,services,married,secondary,no,55.0,yes,no,unknown,15.0,may,546.0,9.0,-1.0,0.0,unknown,no
34,blue-collar,married,secondary,no,326.0,yes,yes,unknown,15.0,may,150.0,2.0,-1.0,0.0,unknown,no
42,technician,single,secondary,no,1364.0,yes,no,unknown,15.0,may,1867.0,6.0,-1.0,0.0,unknown,yes
33,management,single,secondary,yes,-174.0,yes,no,unknown,15.0,may,156.0,5.0,-1.0,0.0,unknown,no
43,management,married,tertiary,no,5670.0,yes,no,unknown,15.0,may,184.0,2.0,-1.0,0.0,unknown,no
31,blue-collar,divorced,secondary,no,1125.0,no,yes,unknown,15.0,may,548.0,1.0,-1.0,0.0,unknown,no
25,blue-collar,single,secondary,no,0.0,yes,no,unknown,15.0,may,244.0,2.0,-1.0,0.0,unknown,no
49,technician,married,secondary,no,3657.0,yes,no,unknown,15.0,may,328.0,4.0,-1.0,0.0,unknown,no
56,admin.,married,secondary,no,2256.0,yes,no,unknown,15.0,may,171.0,2.0,-1.0,0.0,unknown,no
43,blue-collar,married,primary,no,778.0,yes,yes,unknown,15.0,may,284.0,5.0,-1.0,0.0,unknown,no
41,blue-collar,married,secondary,no,59.0,yes,no,unknown,15.0,may,75.0,8.0,-1.0,0.0,unknown,no
46,blue-collar,married,secondary,no,668.0,yes,no,unknown,15.0,may,1263.0,2.0,-1.0,0.0,unknown,yes
60,retired,single,tertiary,no,7440.0,yes,no,unknown,15.0,may,92.0,3.0,-1.0,0.0,unknown,no
48,blue-collar,married,primary,no,1001.0,yes,no,unknown,15.0,may,422.0,2.0,-1.0,0.0,unknown,no
57,admin.,divorced,primary,no,1.0,no,no,unknown,15.0,may,17.0,10.0,-1.0,0.0,unknown,no
42,blue-collar,married,primary,no,1320.0,no,no,unknown,15.0,may,301.0,4.0,-1.0,0.0,unknown,no
50,blue-collar,married,secondary,no,1604.0,yes,no,unknown,15.0,may,267.0,5.0,-1.0,0.0,unknown,no
36,management,married,tertiary,no,900.0,yes,no,unknown,15.0,may,475.0,2.0,-1.0,0.0,unknown,no
44,management,married,secondary,no,2984.0,yes,no,unknown,15.0,may,770.0,2.0,-1.0,0.0,unknown,no
40,blue-collar,married,primary,no,2562.0,yes,no,unknown,15.0,may,487.0,4.0,-1.0,0.0,unknown,no
55,admin.,married,secondary,no,1102.0,yes,no,unknown,15.0,may,126.0,2.0,-1.0,0.0,unknown,no
24,blue-collar,single,primary,no,758.0,yes,no,unknown,15.0,may,129.0,1.0,-1.0,0.0,unknown,no
52,blue-collar,married,primary,no,1079.0,yes,no,unknown,15.0,may,257.0,7.0,-1.0,0.0,unknown,no
49,services,married,secondary,no,2201.0,yes,no,unknown,15.0,may,233.0,3.0,-1.0,0.0,unknown,no
30,services,married,secondary,no,271.0,yes,no,unknown,15.0,may,365.0,1.0,-1.0,0.0,unknown,no
32,services,single,secondary,no,772.0,yes,no,unknown,15.0,may,697.0,3.0,-1.0,0.0,unknown,yes
46,technician,divorced,secondary,no,435.0,yes,no,unknown,15.0,may,192.0,3.0,-1.0,0.0,unknown,no
36,blue-collar,married,secondary,no,412.0,yes,no,unknown,15.0,may,244.0,2.0,-1.0,0.0,unknown,no
44,technician,divorced,secondary,no,809.0,yes,no,unknown,15.0,may,118.0,4.0,-1.0,0.0,unknown,no
48,blue-collar,married,primary,no,575.0,no,no,unknown,15.0,may,101.0,3.0,-1.0,0.0,unknown,no
49,technician,married,secondary,no,3033.0,no,no,unknown,15.0,may,125.0,5.0,-1.0,0.0,unknown,no
44,blue-collar,married,primary,no,412.0,yes,no,unknown,15.0,may,56.0,13.0,-1.0,0.0,unknown,no
23,services,single,secondary,no,496.0,yes,no,unknown,15.0,may,430.0,2.0,-1.0,0.0,unknown,no
45,blue-collar,divorced,primary,no,749.0,yes,no,unknown,15.0,may,242.0,6.0,-1.0,0.0,unknown,no
54,management,single,tertiary,no,1439.0,yes,no,unknown,15.0,may,809.0,3.0,-1.0,0.0,unknown,no
43,management,married,tertiary,no,2767.0,yes,no,unknown,15.0,may,317.0,7.0,-1.0,0.0,unknown,no
44,blue-collar,married,primary,no,140.0,yes,no,unknown,15.0,may,7.0,9.0,-1.0,0.0,unknown,no
52,blue-collar,married,primary,no,4015.0,yes,no,unknown,15.0,may,493.0,2.0,-1.0,0.0,unknown,no
37,blue-collar,married,secondary,no,77.0,yes,no,unknown,15.0,may,381.0,7.0,-1.0,0.0,unknown,no
53,management,single,tertiary,no,1074.0,yes,no,unknown,15.0,may,523.0,2.0,-1.0,0.0,unknown,no
31,blue-collar,married,secondary,no,-720.0,yes,yes,unknown,15.0,may,112.0,2.0,-1.0,0.0,unknown,no
56,blue-collar,married,primary,no,690.0,yes,no,unknown,15.0,may,309.0,2.0,-1.0,0.0,unknown,no
40,management,married,primary,no,1231.0,yes,yes,unknown,15.0,may,184.0,2.0,-1.0,0.0,unknown,no
58,management,married,tertiary,no,714.0,yes,no,unknown,15.0,may,850.0,6.0,-1.0,0.0,unknown,no
42,blue-collar,married,primary,no,1742.0,yes,no,unknown,15.0,may,420.0,2.0,-1.0,0.0,unknown,no
59,retired,divorced,secondary,no,337.0,yes,no,unknown,15.0,may,118.0,4.0,-1.0,0.0,unknown,no
45,technician,married,secondary,no,-237.0,yes,yes,unknown,15.0,may,71.0,3.0,-1.0,0.0,unknown,no
53,admin.,married,secondary,no,1739.0,yes,no,unknown,15.0,may,103.0,3.0,-1.0,0.0,unknown,no
55,technician,married,tertiary,no,874.0,yes,no,unknown,15.0,may,314.0,11.0,-1.0,0.0,unknown,no
60,admin.,married,secondary,no,1880.0,yes,no,unknown,15.0,may,196.0,4.0,-1.0,0.0,unknown,no
48,entrepreneur,married,primary,no,3705.0,yes,no,unknown,15.0,may,151.0,2.0,-1.0,0.0,unknown,no
43,technician,single,secondary,no,1195.0,yes,no,unknown,15.0,may,516.0,9.0,-1.0,0.0,unknown,no
47,technician,married,secondary,no,2781.0,yes,no,unknown,15.0,may,855.0,4.0,-1.0,0.0,unknown,no
33,blue-collar,married,secondary,no,175.0,yes,no,unknown,15.0,may,392.0,2.0,-1.0,0.0,unknown,no
37,services,married,secondary,no,1.0,no,no,unknown,15.0,may,395.0,2.0,-1.0,0.0,unknown,no
60,management,divorced,primary,no,38.0,yes,no,unknown,15.0,may,78.0,4.0,-1.0,0.0,unknown,no
52,blue-collar,married,secondary,no,2206.0,yes,no,unknown,15.0,may,875.0,5.0,-1.0,0.0,unknown,no
31,admin.,single,secondary,no,358.0,yes,no,unknown,15.0,may,124.0,2.0,-1.0,0.0,unknown,no
31,unemployed,single,primary,no,0.0,yes,no,unknown,15.0,may,24.0,18.0,-1.0,0.0,unknown,no
53,technician,married,secondary,no,4541.0,yes,no,unknown,15.0,may,190.0,6.0,-1.0,0.0,unknown,no
45,blue-collar,married,secondary,no,120.0,yes,yes,unknown,15.0,may,53.0,3.0,-1.0,0.0,unknown,no
56,blue-collar,married,secondary,no,-382.0,yes,no,unknown,15.0,may,278.0,4.0,-1.0,0.0,unknown,no
36,technician,married,secondary,no,146.0,yes,yes,unknown,15.0,may,284.0,2.0,-1.0,0.0,unknown,no
40,services,married,secondary,no,574.0,yes,no,unknown,15.0,may,68.0,3.0,-1.0,0.0,unknown,no
42,blue-collar,married,primary,no,2519.0,yes,no,unknown,15.0,may,262.0,4.0,-1.0,0.0,unknown,no
52,admin.,married,secondary,no,395.0,yes,no,unknown,15.0,may,391.0,3.0,-1.0,0.0,unknown,no
46,self-employed,divorced,tertiary,no,8717.0,yes,no,unknown,15.0,may,343.0,5.0,-1.0,0.0,unknown,no
59,admin.,divorced,secondary,no,975.0,yes,no,unknown,15.0,may,263.0,4.0,-1.0,0.0,unknown,no
41,technician,married,secondary,no,768.0,yes,no,unknown,15.0,may,214.0,4.0,-1.0,0.0,unknown,no
61,retired,married,secondary,no,280.0,yes,no,unknown,15.0,may,88.0,3.0,-1.0,0.0,unknown,no
57,management,married,tertiary,no,388.0,no,yes,unknown,15.0,may,262.0,4.0,-1.0,0.0,unknown,no
32,admin.,single,secondary,no,289.0,no,no,unknown,15.0,may,255.0,12.0,-1.0,0.0,unknown,no
55,management,single,tertiary,no,1092.0,yes,yes,unknown,15.0,may,202.0,4.0,-1.0,0.0,unknown,no
54,management,married,secondary,no,1394.0,yes,no,unknown,15.0,may,438.0,5.0,-1.0,0.0,unknown,no
55,services,married,secondary,no,151.0,yes,no,unknown,15.0,may,88.0,2.0,-1.0,0.0,unknown,no
31,admin.,married,unknown,no,-295.0,yes,no,unknown,15.0,may,311.0,3.0,-1.0,0.0,unknown,no
43,blue-collar,married,primary,no,7727.0,yes,no,unknown,15.0,may,302.0,8.0,-1.0,0.0,unknown,no
49,retired,married,unknown,no,247.0,no,no,unknown,15.0,may,213.0,2.0,-1.0,0.0,unknown,no
31,blue-collar,single,secondary,no,33.0,yes,no,unknown,15.0,may,214.0,4.0,-1.0,0.0,unknown,no
34,blue-collar,married,secondary,no,452.0,yes,no,unknown,15.0,may,90.0,3.0,-1.0,0.0,unknown,no
31,management,single,tertiary,no,635.0,yes,no,unknown,15.0,may,293.0,2.0,-1.0,0.0,unknown,no
23,services,single,secondary,no,75.0,yes,no,unknown,15.0,may,448.0,4.0,-1.0,0.0,unknown,no
35,technician,single,tertiary,no,1455.0,yes,no,unknown,15.0,may,70.0,6.0,-1.0,0.0,unknown,no
43,blue-collar,married,primary,no,2605.0,yes,no,unknown,15.0,may,347.0,4.0,-1.0,0.0,unknown,no
31,technician,single,tertiary,no,56.0,no,no,unknown,15.0,may,320.0,3.0,-1.0,0.0,unknown,no
45,technician,married,secondary,no,89.0,yes,no,unknown,15.0,may,175.0,2.0,-1.0,0.0,unknown,no
29,technician,married,secondary,no,84.0,yes,no,unknown,15.0,may,222.0,12.0,-1.0,0.0,unknown,no
27,technician,married,secondary,no,7.0,yes,no,unknown,15.0,may,98.0,2.0,-1.0,0.0,unknown,no
52,blue-collar,married,primary,no,238.0,yes,no,unknown,15.0,may,734.0,5.0,-1.0,0.0,unknown,no
58,management,married,tertiary,no,2360.0,no,no,unknown,15.0,may,177.0,3.0,-1.0,0.0,unknown,no
39,blue-collar,single,primary,no,-21.0,no,no,unknown,15.0,may,121.0,3.0,-1.0,0.0,unknown,no
52,technician,divorced,secondary,no,409.0,yes,no,unknown,15.0,may,73.0,7.0,-1.0,0.0,unknown,no
60,retired,married,primary,no,894.0,yes,no,unknown,15.0,may,65.0,7.0,-1.0,0.0,unknown,no
52,services,married,secondary,no,108.0,yes,no,unknown,15.0,may,543.0,12.0,-1.0,0.0,unknown,no
45,admin.,married,secondary,no,805.0,yes,no,unknown,15.0,may,186.0,3.0,-1.0,0.0,unknown,no
58,blue-collar,married,primary,no,2547.0,no,no,unknown,15.0,may,174.0,4.0,-1.0,0.0,unknown,no
56,entrepreneur,married,tertiary,no,-124.0,yes,no,unknown,15.0,may,374.0,5.0,-1.0,0.0,unknown,no
51,blue-collar,married,secondary,no,1414.0,yes,no,unknown,15.0,may,241.0,2.0,-1.0,0.0,unknown,no
50,blue-collar,married,secondary,no,6258.0,yes,no,unknown,15.0,may,139.0,7.0,-1.0,0.0,unknown,no
39,self-employed,married,tertiary,no,-176.0,yes,no,unknown,15.0,may,156.0,13.0,-1.0,0.0,unknown,no
58,management,divorced,tertiary,no,1533.0,no,no,unknown,15.0,may,137.0,2.0,-1.0,0.0,unknown,no
51,self-employed,single,secondary,no,1640.0,yes,no,unknown,15.0,may,67.0,4.0,-1.0,0.0,unknown,no
45,blue-collar,married,primary,no,91.0,yes,no,unknown,15.0,may,239.0,2.0,-1.0,0.0,unknown,no
41,management,single,tertiary,no,480.0,yes,no,unknown,15.0,may,178.0,2.0,-1.0,0.0,unknown,no
28,blue-collar,single,primary,no,643.0,yes,no,unknown,15.0,may,297.0,1.0,-1.0,0.0,unknown,no
51,blue-collar,married,unknown,no,2547.0,yes,no,unknown,15.0,may,491.0,2.0,-1.0,0.0,unknown,no
45,blue-collar,married,unknown,no,110.0,yes,no,unknown,15.0,may,377.0,4.0,-1.0,0.0,unknown,no
46,admin.,married,secondary,no,35.0,no,no,unknown,16.0,may,84.0,2.0,-1.0,0.0,unknown,no
43,management,single,secondary,no,-228.0,yes,yes,unknown,16.0,may,122.0,2.0,-1.0,0.0,unknown,no
53,retired,married,secondary,no,1139.0,yes,no,unknown,16.0,may,107.0,6.0,-1.0,0.0,unknown,no
50,admin.,divorced,secondary,no,1332.0,yes,no,unknown,16.0,may,95.0,3.0,-1.0,0.0,unknown,no
55,technician,married,secondary,no,0.0,yes,no,unknown,16.0,may,248.0,3.0,-1.0,0.0,unknown,no
52,blue-collar,married,primary,no,779.0,yes,no,unknown,16.0,may,30.0,3.0,-1.0,0.0,unknown,no
53,admin.,married,primary,no,228.0,yes,no,unknown,16.0,may,97.0,1.0,-1.0,0.0,unknown,no
51,blue-collar,married,secondary,no,22.0,yes,no,unknown,16.0,may,336.0,2.0,-1.0,0.0,unknown,no
31,admin.,single,secondary,no,0.0,yes,no,unknown,16.0,may,28.0,4.0,-1.0,0.0,unknown,no
41,technician,single,secondary,no,2919.0,yes,no,unknown,16.0,may,329.0,3.0,-1.0,0.0,unknown,no
39,blue-collar,married,primary,no,186.0,yes,no,unknown,16.0,may,208.0,3.0,-1.0,0.0,unknown,no
60,management,divorced,secondary,no,773.0,yes,yes,unknown,16.0,may,597.0,22.0,-1.0,0.0,unknown,no
39,technician,married,unknown,no,880.0,yes,no,unknown,16.0,may,29.0,1.0,-1.0,0.0,unknown,no
41,management,married,secondary,no,218.0,yes,no,unknown,16.0,may,247.0,1.0,-1.0,0.0,unknown,no
36,blue-collar,married,secondary,no,512.0,yes,no,unknown,16.0,may,343.0,1.0,-1.0,0.0,unknown,no
40,blue-collar,single,secondary,no,1101.0,yes,no,unknown,16.0,may,214.0,1.0,-1.0,0.0,unknown,no
29,blue-collar,married,secondary,no,1956.0,yes,no,unknown,16.0,may,266.0,6.0,-1.0,0.0,unknown,no
32,admin.,married,secondary,no,0.0,no,no,unknown,16.0,may,137.0,1.0,-1.0,0.0,unknown,no
45,blue-collar,divorced,primary,no,104.0,yes,no,unknown,16.0,may,206.0,4.0,-1.0,0.0,unknown,no
32,technician,divorced,secondary,no,75.0,no,no,unknown,16.0,may,129.0,1.0,-1.0,0.0,unknown,no
31,housemaid,single,secondary,no,1301.0,yes,no,unknown,16.0,may,69.0,15.0,-1.0,0.0,unknown,no
58,retired,divorced,primary,no,6.0,no,no,unknown,16.0,may,228.0,1.0,-1.0,0.0,unknown,no
40,technician,married,secondary,no,75.0,yes,no,unknown,16.0,may,259.0,1.0,-1.0,0.0,unknown,no
40,services,married,primary,no,44.0,yes,no,unknown,16.0,may,144.0,1.0,-1.0,0.0,unknown,no
36,services,single,unknown,no,281.0,yes,no,unknown,16.0,may,515.0,1.0,-1.0,0.0,unknown,yes
40,admin.,married,secondary,no,2.0,yes,no,unknown,16.0,may,29.0,1.0,-1.0,0.0,unknown,no
35,management,single,tertiary,no,205.0,yes,no,unknown,16.0,may,512.0,1.0,-1.0,0.0,unknown,no
39,blue-collar,married,primary,no,2133.0,yes,yes,unknown,16.0,may,179.0,1.0,-1.0,0.0,unknown,no
39,technician,married,tertiary,no,94.0,yes,yes,unknown,16.0,may,813.0,1.0,-1.0,0.0,unknown,yes
30,self-employed,single,tertiary,no,901.0,yes,yes,unknown,16.0,may,601.0,1.0,-1.0,0.0,unknown,no
57,management,married,tertiary,no,3431.0,yes,no,unknown,16.0,may,73.0,1.0,-1.0,0.0,unknown,no
60,services,married,secondary,no,8837.0,yes,no,unknown,16.0,may,144.0,4.0,-1.0,0.0,unknown,no
55,technician,married,secondary,no,726.0,yes,no,unknown,16.0,may,271.0,1.0,-1.0,0.0,unknown,no
40,technician,married,secondary,no,26.0,yes,no,unknown,16.0,may,230.0,3.0,-1.0,0.0,unknown,no
27,student,single,tertiary,no,66.0,yes,no,unknown,16.0,may,456.0,1.0,-1.0,0.0,unknown,no
40,admin.,married,secondary,no,2523.0,yes,no,unknown,16.0,may,75.0,1.0,-1.0,0.0,unknown,no
28,management,married,tertiary,no,82.0,yes,yes,unknown,16.0,may,225.0,1.0,-1.0,0.0,unknown,no
32,management,married,tertiary,no,0.0,yes,no,unknown,16.0,may,387.0,1.0,-1.0,0.0,unknown,no
53,management,single,secondary,no,5558.0,yes,no,unknown,16.0,may,286.0,3.0,-1.0,0.0,unknown,no
29,admin.,single,secondary,no,-507.0,yes,no,unknown,16.0,may,286.0,1.0,-1.0,0.0,unknown,no
29,technician,single,tertiary,no,47.0,yes,no,unknown,16.0,may,111.0,11.0,-1.0,0.0,unknown,no
45,self-employed,married,unknown,no,-257.0,no,no,unknown,16.0,may,448.0,2.0,-1.0,0.0,unknown,no
32,management,married,secondary,no,1423.0,yes,no,unknown,16.0,may,223.0,3.0,-1.0,0.0,unknown,no
47,services,married,secondary,no,51.0,yes,yes,unknown,16.0,may,312.0,1.0,-1.0,0.0,unknown,no
40,services,married,secondary,no,1688.0,no,no,unknown,16.0,may,93.0,1.0,-1.0,0.0,unknown,no
33,services,single,secondary,no,0.0,yes,no,unknown,16.0,may,212.0,1.0,-1.0,0.0,unknown,no
55,housemaid,married,primary,no,1000.0,yes,no,unknown,16.0,may,178.0,1.0,-1.0,0.0,unknown,no
31,blue-collar,single,secondary,no,0.0,yes,yes,unknown,16.0,may,111.0,1.0,-1.0,0.0,unknown,no
33,management,married,tertiary,no,273.0,yes,no,unknown,16.0,may,803.0,1.0,-1.0,0.0,unknown,yes
42,admin.,divorced,secondary,no,153.0,yes,no,unknown,16.0,may,844.0,1.0,-1.0,0.0,unknown,yes
31,admin.,divorced,tertiary,no,146.0,yes,no,unknown,16.0,may,297.0,1.0,-1.0,0.0,unknown,no
41,blue-collar,married,unknown,no,732.0,yes,no,unknown,16.0,may,25.0,1.0,-1.0,0.0,unknown,no
43,admin.,single,secondary,no,2539.0,yes,no,unknown,16.0,may,529.0,4.0,-1.0,0.0,unknown,no
36,services,married,secondary,no,208.0,yes,no,unknown,16.0,may,99.0,1.0,-1.0,0.0,unknown,no
48,management,married,tertiary,no,542.0,yes,no,unknown,16.0,may,137.0,1.0,-1.0,0.0,unknown,no
31,self-employed,single,tertiary,no,144.0,yes,no,unknown,16.0,may,676.0,1.0,-1.0,0.0,unknown,yes
45,technician,married,secondary,no,999.0,yes,no,unknown,16.0,may,656.0,2.0,-1.0,0.0,unknown,no
43,blue-collar,married,secondary,no,19.0,yes,no,unknown,16.0,may,249.0,1.0,-1.0,0.0,unknown,no
42,admin.,divorced,secondary,no,63.0,no,no,unknown,16.0,may,88.0,6.0,-1.0,0.0,unknown,no
40,services,married,secondary,no,446.0,yes,no,unknown,16.0,may,1252.0,1.0,-1.0,0.0,unknown,yes
29,blue-collar,married,secondary,no,832.0,yes,no,unknown,16.0,may,228.0,2.0,-1.0,0.0,unknown,no
26,blue-collar,married,secondary,no,246.0,yes,no,unknown,16.0,may,1143.0,3.0,-1.0,0.0,unknown,yes
53,unemployed,married,secondary,no,76.0,yes,yes,unknown,16.0,may,283.0,1.0,-1.0,0.0,unknown,no
31,technician,divorced,secondary,no,268.0,no,no,unknown,16.0,may,118.0,2.0,-1.0,0.0,unknown,no
25,admin.,married,secondary,no,16.0,yes,no,unknown,16.0,may,129.0,1.0,-1.0,0.0,unknown,no
26,admin.,single,secondary,no,-235.0,yes,no,unknown,16.0,may,103.0,1.0,-1.0,0.0,unknown,no
36,admin.,single,secondary,no,0.0,yes,yes,unknown,16.0,may,213.0,1.0,-1.0,0.0,unknown,no
43,services,divorced,secondary,no,207.0,yes,no,unknown,16.0,may,132.0,1.0,-1.0,0.0,unknown,no
45,admin.,divorced,secondary,no,109.0,yes,no,unknown,16.0,may,122.0,1.0,-1.0,0.0,unknown,no
56,management,divorced,tertiary,no,975.0,yes,no,unknown,16.0,may,130.0,4.0,-1.0,0.0,unknown,no
51,technician,married,secondary,no,143.0,yes,no,unknown,16.0,may,627.0,1.0,-1.0,0.0,unknown,no
47,blue-collar,married,primary,no,1756.0,yes,no,unknown,16.0,may,207.0,1.0,-1.0,0.0,unknown,no
44,housemaid,married,primary,yes,-972.0,yes,yes,unknown,16.0,may,114.0,2.0,-1.0,0.0,unknown,no
31,services,married,secondary,no,5.0,yes,no,unknown,16.0,may,216.0,1.0,-1.0,0.0,unknown,no
46,management,married,secondary,no,36.0,yes,no,unknown,16.0,may,250.0,1.0,-1.0,0.0,unknown,no
32,management,single,tertiary,no,0.0,no,no,unknown,16.0,may,91.0,1.0,-1.0,0.0,unknown,no
31,admin.,married,secondary,no,468.0,yes,no,unknown,16.0,may,159.0,1.0,-1.0,0.0,unknown,no
45,blue-collar,married,primary,no,804.0,yes,no,unknown,16.0,may,528.0,1.0,-1.0,0.0,unknown,yes
31,unemployed,single,secondary,no,199.0,yes,no,unknown,16.0,may,86.0,1.0,-1.0,0.0,unknown,no
40,technician,married,secondary,no,257.0,yes,no,unknown,16.0,may,731.0,4.0,-1.0,0.0,unknown,no
43,blue-collar,married,unknown,no,91.0,yes,no,unknown,16.0,may,37.0,1.0,-1.0,0.0,unknown,no
26,blue-collar,single,primary,no,102.0,yes,no,unknown,16.0,may,46.0,1.0,-1.0,0.0,unknown,no
29,management,married,tertiary,no,1.0,yes,yes,unknown,16.0,may,49.0,1.0,-1.0,0.0,unknown,no
30,services,single,secondary,no,484.0,yes,no,unknown,16.0,may,356.0,2.0,-1.0,0.0,unknown,no
39,management,married,tertiary,no,0.0,yes,yes,unknown,16.0,may,107.0,2.0,-1.0,0.0,unknown,no
51,blue-collar,married,primary,no,196.0,yes,no,unknown,16.0,may,248.0,1.0,-1.0,0.0,unknown,no
58,admin.,married,primary,no,879.0,yes,no,unknown,16.0,may,242.0,7.0,-1.0,0.0,unknown,no
44,entrepreneur,married,tertiary,no,3689.0,yes,no,unknown,16.0,may,134.0,3.0,-1.0,0.0,unknown,no
49,technician,married,secondary,no,1269.0,yes,no,unknown,16.0,may,355.0,2.0,-1.0,0.0,unknown,no
30,admin.,married,secondary,no,67.0,yes,no,unknown,16.0,may,149.0,1.0,-1.0,0.0,unknown,no
38,blue-collar,married,secondary,no,961.0,yes,no,unknown,16.0,may,346.0,1.0,-1.0,0.0,unknown,no
40,services,married,secondary,no,181.0,yes,no,unknown,16.0,may,370.0,1.0,-1.0,0.0,unknown,no
34,entrepreneur,married,tertiary,no,355.0,yes,no,unknown,16.0,may,261.0,1.0,-1.0,0.0,unknown,no
41,management,married,tertiary,no,0.0,no,yes,unknown,16.0,may,330.0,4.0,-1.0,0.0,unknown,no
37,management,single,tertiary,no,499.0,yes,no,unknown,16.0,may,537.0,1.0,-1.0,0.0,unknown,no
32,services,divorced,secondary,no,-115.0,yes,no,unknown,16.0,may,134.0,1.0,-1.0,0.0,unknown,no
31,blue-collar,married,secondary,no,92.0,yes,no,unknown,16.0,may,688.0,1.0,-1.0,0.0,unknown,yes
38,blue-collar,single,unknown,no,1146.0,yes,no,unknown,16.0,may,84.0,1.0,-1.0,0.0,unknown,no
34,self-employed,married,tertiary,no,1029.0,yes,yes,unknown,16.0,may,125.0,1.0,-1.0,0.0,unknown,no
42,admin.,married,secondary,no,534.0,yes,no,unknown,16.0,may,139.0,2.0,-1.0,0.0,unknown,no
27,services,married,secondary,no,15.0,yes,no,unknown,16.0,may,167.0,1.0,-1.0,0.0,unknown,no
35,services,married,secondary,no,1053.0,yes,no,unknown,16.0,may,25.0,1.0,-1.0,0.0,unknown,no
43,admin.,single,secondary,no,6.0,no,no,unknown,16.0,may,244.0,1.0,-1.0,0.0,unknown,no
29,services,single,secondary,no,-142.0,yes,no,unknown,16.0,may,140.0,1.0,-1.0,0.0,unknown,no
33,services,divorced,secondary,no,2.0,yes,no,unknown,16.0,may,165.0,1.0,-1.0,0.0,unknown,no
57,retired,divorced,secondary,no,70.0,yes,no,unknown,16.0,may,122.0,1.0,-1.0,0.0,unknown,no
50,entrepreneur,married,secondary,no,556.0,yes,no,unknown,16.0,may,130.0,2.0,-1.0,0.0,unknown,no
28,services,single,secondary,no,45.0,yes,no,unknown,16.0,may,345.0,1.0,-1.0,0.0,unknown,no
45,blue-collar,divorced,secondary,no,9.0,yes,no,unknown,16.0,may,277.0,6.0,-1.0,0.0,unknown,no
33,blue-collar,divorced,secondary,no,-131.0,yes,no,unknown,16.0,may,145.0,1.0,-1.0,0.0,unknown,no
24,blue-collar,married,secondary,no,142.0,yes,yes,unknown,16.0,may,300.0,1.0,-1.0,0.0,unknown,no
34,technician,single,secondary,no,0.0,yes,yes,unknown,16.0,may,214.0,1.0,-1.0,0.0,unknown,no
23,admin.,married,tertiary,no,2.0,yes,no,unknown,16.0,may,140.0,1.0,-1.0,0.0,unknown,no
59,retired,married,primary,no,646.0,yes,no,unknown,16.0,may,140.0,1.0,-1.0,0.0,unknown,no
40,admin.,single,secondary,no,739.0,yes,no,unknown,16.0,may,132.0,1.0,-1.0,0.0,unknown,no
44,blue-collar,married,primary,no,1511.0,yes,no,unknown,16.0,may,96.0,2.0,-1.0,0.0,unknown,no
33,blue-collar,married,secondary,no,58.0,no,no,unknown,16.0,may,144.0,2.0,-1.0,0.0,unknown,no
29,admin.,single,secondary,no,163.0,yes,yes,unknown,16.0,may,803.0,1.0,-1.0,0.0,unknown,yes
39,blue-collar,married,primary,no,385.0,yes,no,unknown,16.0,may,225.0,4.0,-1.0,0.0,unknown,no
36,management,divorced,tertiary,no,1343.0,yes,yes,unknown,16.0,may,73.0,1.0,-1.0,0.0,unknown,no
34,services,divorced,secondary,no,169.0,yes,no,unknown,16.0,may,260.0,1.0,-1.0,0.0,unknown,no
35,blue-collar,married,secondary,no,-613.0,yes,no,unknown,16.0,may,754.0,1.0,-1.0,0.0,unknown,no
47,services,married,primary,no,1496.0,yes,no,unknown,16.0,may,211.0,2.0,-1.0,0.0,unknown,no
40,blue-collar,married,secondary,no,580.0,yes,no,unknown,16.0,may,192.0,1.0,-1.0,0.0,unknown,no
